Matthew William Jones v. Frank Bisignano	https://law.justia.com/cases/federal/district-courts/california/cacdce/5:2025cv03244/997995/16/	April 15, 2026	5:2025cv03244
Julian A. Meraz v. Republic National Distributing Company, LLC et al	https://law.justia.com/cases/federal/district-courts/california/cacdce/2:2025cv12199/1000611/26/	April 14, 2026	2:2025cv12199
Oscar Aguilar v. Chad Bianco	https://law.justia.com/cases/federal/district-courts/california/cacdce/5:2025cv00561/960650/25/	April 13, 2026	5:2025cv00561
Kevin Scott Abrego v. Frank Bisignano	https://law.justia.com/cases/federal/district-courts/california/cacdce/2:2025cv09005/987870/21/	April 13, 2026	2:2025cv09005
Lesly Esmeralda Morejon Gonzalez v. Acting Warden of the Adelanto Detention Center et al	https://law.justia.com/cases/federal/district-courts/california/cacdce/5:2026cv01348/1011843/15/	April 13, 2026	5:2026cv01348
Alfredo Gonzalez v. Soho House West Hollywood LLC et al	https://law.justia.com/cases/federal/district-courts/california/cacdce/2:2025cv12252/1000731/23/	April 13, 2026	2:2025cv12252
Sharon Hoffman et al v. Goli Nutrition, Inc. et al	https://law.justia.com/cases/federal/district-courts/california/cacdce/2:2023cv06597/894792/473/	April 13, 2026	2:2023cv06597
Monti Kumar v. Warden of the Desert View Facility et al	https://law.justia.com/cases/federal/district-courts/california/cacdce/5:2026cv00709/1006802/19/	April 9, 2026	5:2026cv00709
Jose Batista Aguilera v. Warden of the Adelanto Detention Center et al	https://law.justia.com/cases/federal/district-courts/california/cacdce/5:2026cv01258/1011255/16/	April 9, 2026	5:2026cv01258
Tekoma Chaney v. Transdev Services Inc.	https://law.justia.com/cases/federal/district-courts/california/cacdce/2:2024cv10761/951252/42/	April 9, 2026	2:2024cv10761
Matthew R. Walsh v. Rokoko Electronics et al	https://law.justia.com/cases/federal/district-courts/california/cacdce/2:2025cv05340/974242/165/	April 9, 2026	2:2025cv05340
Naira Ghorkhmazyan v. Markwayne Mullin et al	https://law.justia.com/cases/federal/district-courts/california/cacdce/2:2026cv03457/1013435/16/	April 8, 2026	2:2026cv03457
Securities and Exchange Commission v. Kevin Richards	https://law.justia.com/cases/federal/district-courts/california/cacdce/8:2025cv02057/986672/20/	April 7, 2026	8:2025cv02057
Rejenna D. Marshall v. Frank Bisignano	https://law.justia.com/cases/federal/district-courts/california/cacdce/5:2025cv01153/970020/15/	April 6, 2026	5:2025cv01153
Kennard Sterling Baker v. Michelle King	https://law.justia.com/cases/federal/district-courts/california/cacdce/8:2025cv00520/962472/17/	April 6, 2026	8:2025cv00520
Modern Floor Specialists, Inc. et al v. City of Los Angeles et al	https://law.justia.com/cases/federal/district-courts/california/cacdce/2:2025cv04765/972130/48/	April 3, 2026	2:2025cv04765
Sarahi Guadalupe Lopez v. CVS Pharmacy, Inc. et al	https://law.justia.com/cases/federal/district-courts/california/cacdce/2:2026cv00270/1002165/15/	April 3, 2026	2:2026cv00270
Paul Anthony Valenzuela v. Leland Dudek	https://law.justia.com/cases/federal/district-courts/california/cacdce/5:2025cv00514/959529/16/	March 31, 2026	5:2025cv00514
Chau Nhu Le Tri v. D. Marin et al	https://law.justia.com/cases/federal/district-courts/california/cacdce/5:2026cv00893/1008218/17/	March 31, 2026	5:2026cv00893
Bradley Kyle Burnett v. Carolyn Colvin	https://law.justia.com/cases/federal/district-courts/california/cacdce/2:2024cv10702/951077/19/	March 31, 2026	2:2024cv10702
Alan Michael Sosa Alarcon v. Mark Bowen et al	https://law.justia.com/cases/federal/district-courts/california/cacdce/5:2026cv00204/1003012/38/	March 31, 2026	5:2026cv00204
Stephen King v. Eden Relocation, Inc. et al	https://law.justia.com/cases/federal/district-courts/california/cacdce/2:2026cv01408/1006280/14/	March 31, 2026	2:2026cv01408
Willette L. Mathews v. Michelle King	https://law.justia.com/cases/federal/district-courts/california/cacdce/5:2024cv02620/950833/21/	March 31, 2026	5:2024cv02620
Khine Kyaw v. Leland Dudek	https://law.justia.com/cases/federal/district-courts/california/cacdce/8:2025cv00448/961076/20/	March 31, 2026	8:2025cv00448
Gustavo Alejandro Hernandez-Magana v. Michelle King	https://law.justia.com/cases/federal/district-courts/california/cacdce/2:2025cv01135/957115/16/	March 31, 2026	2:2025cv01135
Brian Glenreginald McNeil v. Leland Dudek	https://law.justia.com/cases/federal/district-courts/california/cacdce/2:2025cv01910/960455/20/	March 31, 2026	2:2025cv01910
Dennis Juan Carlos Villanueva v. Michelle King	https://law.justia.com/cases/federal/district-courts/california/cacdce/5:2025cv00610/960965/16/	March 31, 2026	5:2025cv00610
Anthony Fuschillo v. Lee Dudek	https://law.justia.com/cases/federal/district-courts/california/cacdce/2:2025cv01564/959194/23/	March 31, 2026	2:2025cv01564
Alicia Figueroa v. Michelle King	https://law.justia.com/cases/federal/district-courts/california/cacdce/2:2025cv01594/959302/22/	March 30, 2026	2:2025cv01594
Leobardo Espinoza v. Commissioner of Social Security	https://law.justia.com/cases/federal/district-courts/california/cacdce/2:2025cv01065/956792/21/	March 30, 2026	2:2025cv01065
Leobardo Espinoza v. Commissioner of Social Security	https://law.justia.com/cases/federal/district-courts/california/cacdce/2:2025cv01065/956792/22/	March 30, 2026	2:2025cv01065
Serrita R. Santa Ana v. Commissioner of Social Security Administration	https://law.justia.com/cases/federal/district-courts/california/cacdce/8:2024cv02563/949204/20/	March 30, 2026	8:2024cv02563
Roseann Castillo v. Michelle King	https://law.justia.com/cases/federal/district-courts/california/cacdce/5:2024cv01547/934577/30/	March 30, 2026	5:2024cv01547
Leticia Jessica Sneed v. Carolyn Colvin	https://law.justia.com/cases/federal/district-courts/california/cacdce/2:2025cv00131/953405/17/	March 30, 2026	2:2025cv00131
Rickey Spivey, Jr. v. Mylles	https://law.justia.com/cases/federal/district-courts/california/cacdce/5:2024cv01536/934607/37/	March 30, 2026	5:2024cv01536
Jennifer Lynn McMurrain v. Michelle King	https://law.justia.com/cases/federal/district-courts/california/cacdce/2:2024cv09056/945459/26/	March 30, 2026	2:2024cv09056
Roseann Castillo v. Michelle King	https://law.justia.com/cases/federal/district-courts/california/cacdce/5:2024cv01547/934577/29/	March 30, 2026	5:2024cv01547
Alana Farrah Schnee v. Michelle King	https://law.justia.com/cases/federal/district-courts/california/cacdce/2:2024cv09204/945964/12/	March 30, 2026	2:2024cv09204
Amarri Desire Butler v. Martin O'Malley	https://law.justia.com/cases/federal/district-courts/california/cacdce/2:2024cv10371/950073/16/	March 28, 2026	2:2024cv10371
Marcos Garibaldo Ramirez v. General Motors LLC et al	https://law.justia.com/cases/federal/district-courts/california/cacdce/2:2025cv11430/997614/25/	March 27, 2026	2:2025cv11430
Shalomith Reed v. Mercedes-Benz USA, LLC et al	https://law.justia.com/cases/federal/district-courts/california/cacdce/2:2026cv00453/1002822/19/	March 27, 2026	2:2026cv00453
Carlos Perez Gonzalez v. FXI, Inc. et al	https://law.justia.com/cases/federal/district-courts/california/cacdce/8:2025cv00721/965305/31/	March 27, 2026	8:2025cv00721
Luis Enrique Cano v. Federal Bureau of Investigation of the United States of America et al	https://law.justia.com/cases/federal/district-courts/california/cacdce/2:2025cv05444/974563/34/	March 26, 2026	2:2025cv05444
Luiz E Lima De Moraes v. Greyhound Lines, Inc. et al	https://law.justia.com/cases/federal/district-courts/california/cacdce/2:2023cv06764/895478/89/	March 26, 2026	2:2023cv06764
Michael D Terani v. General Motors LLC ET AL	https://law.justia.com/cases/federal/district-courts/california/cacdce/2:2026cv00479/1002921/27/	March 25, 2026	2:2026cv00479
Marine Amikhanyan et al v. Laurie Selber Silverstein et al	https://law.justia.com/cases/federal/district-courts/california/cacdce/2:2025cv07794/984117/71/	March 25, 2026	2:2025cv07794
Carl Nersesian et al v. Federal Insurance Company et al	https://law.justia.com/cases/federal/district-courts/california/cacdce/2:2025cv05012/973086/32/	March 25, 2026	2:2025cv05012
Hirose Enterprises, LLC v. John Holiday et al	https://law.justia.com/cases/federal/district-courts/california/cacdce/2:2025cv06973/981164/61/	March 25, 2026	2:2025cv06973
Galt Hotel, LLC v. General Motors LLC	https://law.justia.com/cases/federal/district-courts/california/cacdce/2:2025cv07958/984201/23/	March 25, 2026	2:2025cv07958
Kai Liu et al v. Sealy Inc. et al	https://law.justia.com/cases/federal/district-courts/california/cacdce/2:2024cv05490/931814/73/	March 25, 2026	2:2024cv05490
Nyia Marjani Finney v. Federal Express Corporation et al	https://law.justia.com/cases/federal/district-courts/california/cacdce/2:2025cv08846/987403/22/	March 25, 2026	2:2025cv08846
Donald Smith v. Home Depot U.S.A., Inc.	https://law.justia.com/cases/federal/district-courts/california/cacdce/2:2025cv03270/965965/23/	March 25, 2026	2:2025cv03270
Milksongs et al v. Costello, LLC et al	https://law.justia.com/cases/federal/district-courts/california/cacdce/8:2024cv02231/944670/41/	March 25, 2026	8:2024cv02231
Glenn Kesselman v. Toyota Motor Sales, U.S.A., Inc. et al	https://law.justia.com/cases/federal/district-courts/california/cacdce/2:2021cv06010/826727/195/	March 24, 2026	2:2021cv06010
Mario Antonio Ruiz v. Frank Bisignano	https://law.justia.com/cases/federal/district-courts/california/cacdce/2:2025cv04391/970674/16/	March 24, 2026	2:2025cv04391
Mario Antonio Ruiz v. Frank Bisignano	https://law.justia.com/cases/federal/district-courts/california/cacdce/2:2025cv04391/970674/17/	March 24, 2026	2:2025cv04391
Kellee Marie Lengyel v. Frank Bisignano	https://law.justia.com/cases/federal/district-courts/california/cacdce/2:2025cv07675/983237/17/	March 24, 2026	2:2025cv07675
Clinton Brown v. Clark R. Taylor	https://law.justia.com/cases/federal/district-courts/california/cacdce/2:2022cv09203/871097/209/	March 24, 2026	2:2022cv09203
Melissa Melton v. Leland Dudek	https://law.justia.com/cases/federal/district-courts/california/cacdce/5:2024cv02696/952521/18/	March 24, 2026	5:2024cv02696
HKM Enterprises, Inc. v. Parsons Government Services, Inc. et al	https://law.justia.com/cases/federal/district-courts/california/cacdce/2:2023cv10592/909095/91/	March 24, 2026	2:2023cv10592
Stacy Albert v. Microsoft Corporation et al	https://law.justia.com/cases/federal/district-courts/california/cacdce/8:2025cv02642/996900/33/	March 23, 2026	8:2025cv02642
James M. Murray v. B. Birkholz	https://law.justia.com/cases/federal/district-courts/california/cacdce/2:2025cv03268/966331/34/	March 23, 2026	2:2025cv03268
Securities and Exchange Commission v. Aggarwal et al	https://law.justia.com/cases/federal/district-courts/california/cacdce/2:2015cv06460/626273/195/	March 20, 2026	2:2015cv06460
Yuzef Yunosovich Abramov v. United States of America	https://law.justia.com/cases/federal/district-courts/california/cacdce/2:2020cv09173/797455/43/	March 20, 2026	2:2020cv09173
Fubon Insurance Co, Ltd. v. Platinum Cargo Logistics Inc	https://law.justia.com/cases/federal/district-courts/california/cacdce/2:2024cv07211/938486/39/	March 20, 2026	2:2024cv07211
Jennifer Rittenhouse Snoddy v. Teema et al	https://law.justia.com/cases/federal/district-courts/california/cacdce/2:2025cv08722/986977/33/	March 20, 2026	2:2025cv08722
Samuel Perez v. Joshua Prudhel	https://law.justia.com/cases/federal/district-courts/california/cacdce/2:2025cv01587/959337/11/	March 19, 2026	2:2025cv01587
Andranik Pashayan v. Nissan North America, Inc et al	https://law.justia.com/cases/federal/district-courts/california/cacdce/2:2026cv00343/1002424/16/	March 18, 2026	2:2026cv00343
Jim Clemmens et al v. American Honda Motor Company, Inc.	https://law.justia.com/cases/federal/district-courts/california/cacdce/2:2024cv09728/947826/51/	March 18, 2026	2:2024cv09728
Zinus, Inc. et al v. Foshan Aiyi Family Article Co., Ltd. et al	https://law.justia.com/cases/federal/district-courts/california/cacdce/8:2024cv00247/913881/127/	March 18, 2026	8:2024cv00247
In Re Giang Thanh Dong et al	https://law.justia.com/cases/federal/district-courts/california/cacdce/8:2025cv02204/990357/22/	March 18, 2026	8:2025cv02204
Grigor Vardevaryan v. State Farm General Insurance Company et al	https://law.justia.com/cases/federal/district-courts/california/cacdce/2:2025cv08661/986816/23/	March 17, 2026	2:2025cv08661
Derek Penn v. Team Industrial Services, Inc. et al	https://law.justia.com/cases/federal/district-courts/california/cacdce/2:2025cv11927/999915/13/	March 17, 2026	2:2025cv11927
Frank Edward Peters II et al v. Lori Pozuelos et al	https://law.justia.com/cases/federal/district-courts/california/cacdce/5:2025cv02543/989153/13/	March 17, 2026	5:2025cv02543
Frank Edward Peters, II et al v. American Family Life Assurance Company of Columbus (AFLAC) et al	https://law.justia.com/cases/federal/district-courts/california/cacdce/5:2025cv02541/990239/12/	March 17, 2026	5:2025cv02541
Frank Peters v. San Bernardino County Sheriffs Department et al	https://law.justia.com/cases/federal/district-courts/california/cacdce/5:2025cv02544/989181/14/	March 17, 2026	5:2025cv02544
Brandon Henderson v. City of Los Angeles et al	https://law.justia.com/cases/federal/district-courts/california/cacdce/2:2024cv10938/952322/24/	March 16, 2026	2:2024cv10938
David Michael Phillips v. Martin O'Malley	https://law.justia.com/cases/federal/district-courts/california/cacdce/8:2024cv02181/943951/22/	March 16, 2026	8:2024cv02181
David Michael Phillips v. Martin O'Malley	https://law.justia.com/cases/federal/district-courts/california/cacdce/8:2024cv02181/943951/21/	March 16, 2026	8:2024cv02181
Bjorn Erik Haapaniemi v. Federal Bureau of Prisons Director Acting Warden	https://law.justia.com/cases/federal/district-courts/california/cacdce/2:2025cv05377/974669/41/	March 16, 2026	2:2025cv05377
Bjorn Erik Haapaniemi v. Federal Bureau of Prisons Director Acting Warden	https://law.justia.com/cases/federal/district-courts/california/cacdce/2:2025cv05377/974669/43/	March 16, 2026	2:2025cv05377
Longina Perez Monroy et al v. County of Riverside et al	https://law.justia.com/cases/federal/district-courts/california/cacdce/5:2021cv01278/827166/247/	March 16, 2026	5:2021cv01278
Securities and Exchange Commission v. American Patriot Brands, Inc. et al	https://law.justia.com/cases/federal/district-courts/california/cacdce/2:2023cv05379/892050/139/	March 13, 2026	2:2023cv05379
Coleman Environmental Engineering, Inc. v. Payroll Vault Franchising, LLC et al	https://law.justia.com/cases/federal/district-courts/california/cacdce/8:2025cv01063/970912/66/	March 13, 2026	8:2025cv01063
Lugano Diamonds and Jewelry, Inc. v. Mordechai Ferder et al	https://law.justia.com/cases/federal/district-courts/california/cacdce/8:2025cv02845/1000828/32/	March 13, 2026	8:2025cv02845
David Ferrer Arroyo v. Albertsons Companies Inc. et al	https://law.justia.com/cases/federal/district-courts/california/cacdce/2:2024cv08935/944957/61/	March 12, 2026	2:2024cv08935
Gerardo Cabanillas v. City of South Gate et al	https://law.justia.com/cases/federal/district-courts/california/cacdce/2:2024cv08027/941496/177/	March 12, 2026	2:2024cv08027
Claude Atalla v. General Motors LLC et al	https://law.justia.com/cases/federal/district-courts/california/cacdce/2:2025cv08103/984740/24/	March 11, 2026	2:2025cv08103
Elisa Delboux Antunes v. Irene Martin et al	https://law.justia.com/cases/federal/district-courts/california/cacdce/2:2025cv05629/975400/29/	March 11, 2026	2:2025cv05629
Lihua Wei v. Frank J Bisignano	https://law.justia.com/cases/federal/district-courts/california/cacdce/2:2025cv09133/990569/21/	March 10, 2026	2:2025cv09133
Ivan Garcia-Quiros v. Warden et al	https://law.justia.com/cases/federal/district-courts/california/cacdce/5:2026cv00439/1004812/23/	March 10, 2026	5:2026cv00439
Joshua Risley v. The Church of Jesus Christ of Latter Day Saints et al	https://law.justia.com/cases/federal/district-courts/california/cacdce/5:2025cv02249/984870/62/	March 10, 2026	5:2025cv02249
Securities and Exchange Commission v. Stuart Frost et al	https://law.justia.com/cases/federal/district-courts/california/cacdce/8:2019cv01559/755424/217/	March 10, 2026	8:2019cv01559
Tanya Dancekelly et al v. Deloitte LLP et al	https://law.justia.com/cases/federal/district-courts/california/cacdce/2:2023cv04101/885929/64/	March 10, 2026	2:2023cv04101
Jose D. Alcaras Rodriguez v. General Motors, LLC et al	https://law.justia.com/cases/federal/district-courts/california/cacdce/2:2025cv10929/995481/25/	March 9, 2026	2:2025cv10929
Lanell Sewer Jr. v. General Motors LLC	https://law.justia.com/cases/federal/district-courts/california/cacdce/2:2025cv09391/989400/22/	March 9, 2026	2:2025cv09391
Farshid Yassian et al v. Travelers Companies, Inc. et al	https://law.justia.com/cases/federal/district-courts/california/cacdce/2:2025cv10150/992199/26/	March 9, 2026	2:2025cv10150
Douglas Elliott v. Edison International et al	https://law.justia.com/cases/federal/district-courts/california/cacdce/2:2025cv01383/958096/63/	March 6, 2026	2:2025cv01383
City of Torrance v. Hi-Shear Corporation	https://law.justia.com/cases/federal/district-courts/california/cacdce/2:2017cv07732/692189/1317/	March 6, 2026	2:2017cv07732
F.A.L. v. Jaime Rios et al	https://law.justia.com/cases/federal/district-courts/california/cacdce/8:2026cv00354/1007001/15/	March 6, 2026	8:2026cv00354
Corina Cespedes v. McDonalds USA, LLC et al	https://law.justia.com/cases/federal/district-courts/california/cacdce/5:2025cv03603/1001038/18/	March 5, 2026	5:2025cv03603
Vagan Aykaserovich Klyan v. Pamela Bondi et al	https://law.justia.com/cases/federal/district-courts/california/cacdce/5:2026cv00437/1004805/15/	March 5, 2026	5:2026cv00437
Cynthia N. Araujo et al v. General Motors LLC	https://law.justia.com/cases/federal/district-courts/california/cacdce/5:2026cv00012/1001284/17/	March 5, 2026	5:2026cv00012
Ping Zhong v. James Janecka et al	https://law.justia.com/cases/federal/district-courts/california/cacdce/5:2026cv00828/1007695/10/	March 5, 2026	5:2026cv00828
Cesar Romero et al v. City of Sierra Madre et al	https://law.justia.com/cases/federal/district-courts/california/cacdce/2:2024cv10409/950425/41/	March 5, 2026	2:2024cv10409
Megan Trama et al v. RELX PLC et al	https://law.justia.com/cases/federal/district-courts/california/cacdce/2:2024cv03174/922381/104/	March 4, 2026	2:2024cv03174
United States Safeguard Distributors Association, Inc. v. Safeguard Business Systems et al	https://law.justia.com/cases/federal/district-courts/california/cacdce/5:2025cv01240/971418/45/	March 4, 2026	5:2025cv01240
Mercedes Larrea v. Walmart Inc. et al	https://law.justia.com/cases/federal/district-courts/california/cacdce/5:2025cv03091/995955/15/	March 4, 2026	5:2025cv03091
Samuel Ochoa, Jr. v. General Motors LLC et al	https://law.justia.com/cases/federal/district-courts/california/cacdce/2:2025cv11379/997327/22/	March 4, 2026	2:2025cv11379
Jose Luis Suarez Rojas v. Kristi Noem et al	https://law.justia.com/cases/federal/district-courts/california/cacdce/5:2026cv00705/1006795/12/	March 4, 2026	5:2026cv00705
Zoila L. Garnillo Cruz v. Commissioner of Social Security	https://law.justia.com/cases/federal/district-courts/california/cacdce/2:2025cv04945/972762/16/	March 3, 2026	2:2025cv04945
Brian Mowrey v. Martin O Malley	https://law.justia.com/cases/federal/district-courts/california/cacdce/5:2024cv02479/948908/19/	March 3, 2026	5:2024cv02479
Adrienne Love v. Airbnb, Inc. et al	https://law.justia.com/cases/federal/district-courts/california/cacdce/2:2025cv01779/960038/104/	March 3, 2026	2:2025cv01779
Dro Mnatsakanyan v. Fereti Semaia et al	https://law.justia.com/cases/federal/district-courts/california/cacdce/5:2026cv00280/1003610/14/	March 3, 2026	5:2026cv00280
Harshdeep Singh v. Mark Bowen et al	https://law.justia.com/cases/federal/district-courts/california/cacdce/5:2026cv00867/1007944/9/	March 3, 2026	5:2026cv00867
Mendoza Duque et al v. General Motors LLC	https://law.justia.com/cases/federal/district-courts/california/cacdce/2:2026cv00023/1001283/20/	March 3, 2026	2:2026cv00023
Raizel Blumberger v. California Hospital Medical Center et al	https://law.justia.com/cases/federal/district-courts/california/cacdce/2:2022cv06066/861246/67/	March 2, 2026	2:2022cv06066
Priscilla Karidis v. Martin OMalley	https://law.justia.com/cases/federal/district-courts/california/cacdce/2:2024cv09199/945926/15/	March 2, 2026	2:2024cv09199
Calvin Marshall III v. United Airlines Inc et al	https://law.justia.com/cases/federal/district-courts/california/cacdce/8:2025cv01320/975027/36/	March 2, 2026	8:2025cv01320
Mark Liu v. Birkholz	https://law.justia.com/cases/federal/district-courts/california/cacdce/2:2025cv02983/965046/19/	February 27, 2026	2:2025cv02983
Aslan Karginov v. Pamela Bondi et al	https://law.justia.com/cases/federal/district-courts/california/cacdce/5:2026cv00329/1003993/21/	February 27, 2026	5:2026cv00329
Kartik Kumar v. Warden Desert View Annex et al	https://law.justia.com/cases/federal/district-courts/california/cacdce/5:2026cv00593/1006011/8/	February 27, 2026	5:2026cv00593
Zhang Dong v. D. Marin et al	https://law.justia.com/cases/federal/district-courts/california/cacdce/5:2026cv00887/1008211/11/	February 27, 2026	5:2026cv00887
Azadwinder Singh v. David Marin et al	https://law.justia.com/cases/federal/district-courts/california/cacdce/5:2026cv00643/1006451/10/	February 27, 2026	5:2026cv00643
Tiffany Cummings v. AutoZoners, LLC et al	https://law.justia.com/cases/federal/district-courts/california/cacdce/5:2025cv03454/1000200/18/	February 26, 2026	5:2025cv03454
Fariborz Arzani v. Kristi Noem et al	https://law.justia.com/cases/federal/district-courts/california/cacdce/5:2026cv00386/1004446/15/	February 26, 2026	5:2026cv00386
Gary L. Faulk et al v. General Electric Company et al	https://law.justia.com/cases/federal/district-courts/california/cacdce/2:2023cv05132/889734/306/	February 26, 2026	2:2023cv05132
Dongguan Guankun Trading Co., Ltd. et al v. B.C.L. Enterprises Inc. et al	https://law.justia.com/cases/federal/district-courts/california/cacdce/5:2024cv01475/933513/63/	February 26, 2026	5:2024cv01475
City of Torrance v. Hi-Shear Corporation	https://law.justia.com/cases/federal/district-courts/california/cacdce/2:2017cv07732/692189/1294/	February 25, 2026	2:2017cv07732
City of Torrance v. Hi-Shear Corporation	https://law.justia.com/cases/federal/district-courts/california/cacdce/2:2017cv07732/692189/1297/	February 25, 2026	2:2017cv07732
City of Torrance v. Hi-Shear Corporation	https://law.justia.com/cases/federal/district-courts/california/cacdce/2:2017cv07732/692189/1295/	February 25, 2026	2:2017cv07732
City of Torrance v. Hi-Shear Corporation	https://law.justia.com/cases/federal/district-courts/california/cacdce/2:2017cv07732/692189/1299/	February 25, 2026	2:2017cv07732
City of Torrance v. Hi-Shear Corporation	https://law.justia.com/cases/federal/district-courts/california/cacdce/2:2017cv07732/692189/1296/	February 25, 2026	2:2017cv07732
Cameron Parker v. St. Mary Medical Center et al	https://law.justia.com/cases/federal/district-courts/california/cacdce/5:2025cv03257/998086/17/	February 25, 2026	5:2025cv03257
Clinton Glen Crisher v. U.S. Bancorp et al	https://law.justia.com/cases/federal/district-courts/california/cacdce/2:2023cv02963/881922/85/	February 25, 2026	2:2023cv02963
Michele Nicole West-Harvey v. State of California et al	https://law.justia.com/cases/federal/district-courts/california/cacdce/5:2025cv03202/997441/11/	February 25, 2026	5:2025cv03202
Jose Guzman Rodriguez v. Todd Lyons et al	https://law.justia.com/cases/federal/district-courts/california/cacdce/5:2026cv00582/1005949/18/	February 24, 2026	5:2026cv00582
Yi Zheng v. Marin et al	https://law.justia.com/cases/federal/district-courts/california/cacdce/5:2026cv00519/1005557/11/	February 24, 2026	5:2026cv00519
Gregory Futala v. Schindler Elevator Corporation et al	https://law.justia.com/cases/federal/district-courts/california/cacdce/2:2025cv08416/985882/18/	February 24, 2026	2:2025cv08416
Alan Williams v. Raymond Madden	https://law.justia.com/cases/federal/district-courts/california/cacdce/2:2012cv08287/543724/225/	February 24, 2026	2:2012cv08287
Heriberto Calderon Camarillo v. Matrix North American Construction, Inc. et al	https://law.justia.com/cases/federal/district-courts/california/cacdce/5:2025cv03398/999608/27/	February 24, 2026	5:2025cv03398
Rosa Isela Claros v. Leland Dudek	https://law.justia.com/cases/federal/district-courts/california/cacdce/2:2025cv02847/964424/17/	February 23, 2026	2:2025cv02847
Veronica Sanchez v. Kilolo Kijakazi	https://law.justia.com/cases/federal/district-courts/california/cacdce/2:2023cv05717/891685/25/	February 23, 2026	2:2023cv05717
Adekunle Kay Balogun v. Susan Dibbins et al	https://law.justia.com/cases/federal/district-courts/california/cacdce/2:2025cv02413/962942/41/	February 23, 2026	2:2025cv02413
United States of America et al v. Pentel of America Ltd.	https://law.justia.com/cases/federal/district-courts/california/cacdce/2:2025cv01824/960946/23/	February 23, 2026	2:2025cv01824
Ernest Godfrey Logan Jr. v. Wells Fargo Bank	https://law.justia.com/cases/federal/district-courts/california/cacdce/2:2026cv00243/1002421/15/	February 23, 2026	2:2026cv00243
Coyote Logistics, LLC v. Cels Enterprise, Inc.	https://law.justia.com/cases/federal/district-courts/california/cacdce/2:2025cv06913/980903/41/	February 23, 2026	2:2025cv06913
Securities and Exchange Commission v. Titanium Blockchain Infrastructure Services Inc. et al	https://law.justia.com/cases/federal/district-courts/california/cacdce/2:2018cv04315/711552/145/	February 20, 2026	2:2018cv04315
Vishav Pratap Singh v. Kristi Noem et al	https://law.justia.com/cases/federal/district-courts/california/cacdce/2:2026cv01738/1007163/8/	February 20, 2026	2:2026cv01738
Illumidine, Inc. v. Hestan Smart Cooking, Inc. et al	https://law.justia.com/cases/federal/district-courts/california/cacdce/8:2025cv00328/958221/68/	February 20, 2026	8:2025cv00328
Levon Ayrapetov v. David Marin et al	https://law.justia.com/cases/federal/district-courts/california/cacdce/5:2026cv00599/1006104/15/	February 20, 2026	5:2026cv00599
Bronzelink Holdings Limited v. STM Atlantic N.V. et al	https://law.justia.com/cases/federal/district-courts/california/cacdce/2:2025cv06783/980433/39/	February 19, 2026	2:2025cv06783
Pedro Vasquez Perdomo et al v. Kristi Noem et al	https://law.justia.com/cases/federal/district-courts/california/cacdce/2:2025cv05605/975351/419/	February 19, 2026	2:2025cv05605
Yvonne Barbara Alvarado v. General Motors LLC et al	https://law.justia.com/cases/federal/district-courts/california/cacdce/2:2025cv09414/989503/15/	February 19, 2026	2:2025cv09414
Araceli L Hernandez v. Pacific Mountain Logistics, LLC et al	https://law.justia.com/cases/federal/district-courts/california/cacdce/5:2025cv03054/995606/22/	February 18, 2026	5:2025cv03054
Aiyedun v. Autocred, Inc. et al	https://law.justia.com/cases/federal/district-courts/california/cacdce/2:2024cv04341/927490/62/	February 17, 2026	2:2024cv04341
Gorden Phong v. Golden Bank, N.A. et al	https://law.justia.com/cases/federal/district-courts/california/cacdce/2:2025cv11730/998880/16/	February 17, 2026	2:2025cv11730
City of Torrance v. Hi-Shear Corporation	https://law.justia.com/cases/federal/district-courts/california/cacdce/2:2017cv07732/692189/1283/	February 17, 2026	2:2017cv07732
Rosa Arevalo et al v. Cedars-Sinai Medical Center et al	https://law.justia.com/cases/federal/district-courts/california/cacdce/5:2023cv01124/887879/137/	February 15, 2026	5:2023cv01124
Jenell Rivera v. Wal-Mart Associates, Inc. et al	https://law.justia.com/cases/federal/district-courts/california/cacdce/2:2023cv08723/902193/51/	February 13, 2026	2:2023cv08723
Antonio Lopez v. General Motors LLC et al	https://law.justia.com/cases/federal/district-courts/california/cacdce/2:2025cv07150/981728/28/	February 13, 2026	2:2025cv07150
Leslie Zuniga v. R.I.M. Logistics, LTD. et al	https://law.justia.com/cases/federal/district-courts/california/cacdce/2:2025cv10706/994670/28/	February 13, 2026	2:2025cv10706
Aryout Michael Thomas Bhotiwihok et al v. Fairlife, LLC et al	https://law.justia.com/cases/federal/district-courts/california/cacdce/2:2025cv01650/959531/95/	February 13, 2026	2:2025cv01650
Taylor Keith Reed v. General Motors LLC et al	https://law.justia.com/cases/federal/district-courts/california/cacdce/2:2025cv06995/981244/26/	February 13, 2026	2:2025cv06995
Maribel Casillas Hernandez v. General Motors, LLC et al	https://law.justia.com/cases/federal/district-courts/california/cacdce/2:2025cv07880/983965/29/	February 13, 2026	2:2025cv07880
Michelle C. Carbone v. General Motors, LLC et al	https://law.justia.com/cases/federal/district-courts/california/cacdce/2:2025cv11067/996092/22/	February 13, 2026	2:2025cv11067
Platinum Drywall Corp. et al v. General Motors LLC et al	https://law.justia.com/cases/federal/district-courts/california/cacdce/2:2025cv10989/995725/20/	February 13, 2026	2:2025cv10989
